number,group,opened_at_dt,next_dt_hours,impact_num,urgency_num,O_first_update_hours,X_backlog_30d,C_throughput_30d,C_capacity_proxy,C_prior_mean_resolution,H_prior_open_30d,H_prior_open_90d,H_prior_mean_duration_90d,next_Y_hours,delta_lt_24
INC0007392,Group 70,2016-03-15 15:43:00,0.1,2.0,2.0,0.05,1626,386,0.0006146281499692685,25.22828151986183,2012,2012,25.22828151986183,68.13333333333334,1
INC0007393,Group 70,2016-03-15 15:49:00,0.08333333333333333,2.0,2.0,0.03333333333333333,1627,386,0.0006142506142506142,25.22828151986183,2013,2013,25.22828151986183,24.916666666666668,1
INC0007398,Group 70,2016-03-15 15:54:00,0.06666666666666667,2.0,2.0,0.2,1628,386,0.0006138735420503376,25.22828151986183,2014,2014,25.22828151986183,191.46666666666667,1
INC0007397,Group 82,2016-03-15 15:54:00,144.38333333333333,2.0,2.0,0.0,1,0,0.5,,1,1,,17.866666666666667,0
INC0007399,Group 15,2016-03-15 15:55:00,185.55,2.0,2.0,0.08333333333333333,8,3,0.1111111111111111,61.555555555555564,11,11,61.555555555555564,31.566666666666666,0
INC0007400,Group 70,2016-03-15 15:58:00,0.03333333333333333,2.0,2.0,0.1,1629,386,0.0006134969325153375,25.22828151986183,2015,2015,25.22828151986183,43.86666666666667,1
INC0007403,Group 20,2016-03-15 16:00:00,0.8166666666666667,2.0,2.0,0.03333333333333333,162,13,0.006134969325153374,16.057692307692307,175,175,16.057692307692307,8.55,1
INC0007402,Group 70,2016-03-15 16:00:00,0.05,2.0,2.0,0.06666666666666667,1630,386,0.0006131207847946045,25.22828151986183,2016,2016,25.22828151986183,209.51666666666668,1
INC0007404,Group 70,2016-03-15 16:03:00,0.016666666666666666,2.0,2.0,0.0,1631,386,0.0006127450980392157,25.22828151986183,2017,2017,25.22828151986183,4027.266666666667,1
INC0007406,Group 70,2016-03-15 16:04:00,0.11666666666666667,2.0,2.0,0.6,1632,386,0.000612369871402327,25.22828151986183,2018,2018,25.22828151986183,65.13333333333334,1
INC0007407,Group 25,2016-03-15 16:06:00,0.18333333333333332,2.0,2.0,0.11666666666666667,186,33,0.0053475935828877,25.087878787878786,219,219,25.087878787878786,163.81666666666666,1
INC0007410,Group 70,2016-03-15 16:11:00,0.11666666666666667,2.0,2.0,0.16666666666666666,1633,386,0.0006119951040391676,25.22828151986183,2019,2019,25.22828151986183,746.1,1
INC0007412,Group 25,2016-03-15 16:17:00,16.25,2.0,2.0,0.05,187,33,0.005319148936170213,25.087878787878786,220,220,25.087878787878786,296.1166666666667,1
INC0007414,Group 70,2016-03-15 16:18:00,0.016666666666666666,2.0,2.0,0.5166666666666667,1634,386,0.0006116207951070336,25.22828151986183,2020,2020,25.22828151986183,331.0833333333333,1
INC0007415,Group 70,2016-03-15 16:19:00,0.08333333333333333,2.0,2.0,0.26666666666666666,1635,386,0.0006112469437652812,25.22828151986183,2021,2021,25.22828151986183,48.61666666666667,1
INC0007417,Group 70,2016-03-15 16:24:00,0.1,2.0,2.0,0.11666666666666667,1636,386,0.0006108735491753207,25.22828151986183,2022,2022,25.22828151986183,48.95,1
INC0007418,Group 5,2016-03-15 16:29:00,0.48333333333333334,2.0,2.0,0.0,42,5,0.023255813953488372,32.376666666666665,47,47,32.376666666666665,18.666666666666668,1
INC0007419,Group 70,2016-03-15 16:30:00,0.18333333333333332,2.0,2.0,0.05,1637,386,0.0006105006105006105,25.22828151986183,2023,2023,25.22828151986183,48.78333333333333,1
INC0007420,Group 70,2016-03-15 16:41:00,0.16666666666666666,2.0,2.0,0.05,1638,386,0.0006101281269066504,25.22828151986183,2024,2024,25.22828151986183,46.266666666666666,1
INC0007421,Group 68,2016-03-15 16:48:00,41.35,2.0,2.0,0.0,9,1,0.1,77.73333333333333,10,10,77.73333333333333,22.65,0
INC0007422,Group 20,2016-03-15 16:49:00,9.95,2.0,2.0,0.23333333333333334,163,13,0.006097560975609756,16.057692307692307,176,176,16.057692307692307,801.0166666666667,1
INC0007423,Group 70,2016-03-15 16:51:00,0.05,2.0,2.0,0.11666666666666667,1639,386,0.0006097560975609756,25.22828151986183,2025,2025,25.22828151986183,191.3,1
INC0007425,Group 70,2016-03-15 16:54:00,0.05,2.0,2.0,0.1,1640,386,0.0006093845216331506,25.22828151986183,2026,2026,25.22828151986183,329.43333333333334,1
INC0007426,Group 70,2016-03-15 16:57:00,0.016666666666666666,2.0,2.0,0.13333333333333333,1641,386,0.0006090133982947625,25.22828151986183,2027,2027,25.22828151986183,137.05,1
INC0007427,Group 5,2016-03-15 16:58:00,16.133333333333333,2.0,2.0,0.11666666666666667,43,5,0.022727272727272728,32.376666666666665,48,48,32.376666666666665,0.18333333333333332,1
INC0007429,Group 70,2016-03-15 16:58:00,0.0,2.0,2.0,0.08333333333333333,1642,386,0.0006086427267194157,25.22828151986183,2028,2028,25.22828151986183,211.03333333333333,1
INC0007428,Group 70,2016-03-15 16:58:00,0.05,2.0,2.0,0.03333333333333333,1642,386,0.0006086427267194157,25.22828151986183,2028,2028,25.22828151986183,336.85,1
INC0007430,Group 55,2016-03-15 16:59:00,17.666666666666668,2.0,2.0,0.06666666666666667,84,20,0.011764705882352941,9.258333333333333,104,104,9.258333333333333,24.7,1
INC0007432,Group 70,2016-03-15 17:01:00,0.08333333333333333,2.0,2.0,0.16666666666666666,1644,386,0.0006079027355623101,25.22828151986183,2030,2030,25.22828151986183,64.26666666666667,1
INC0007435,?,2016-03-15 17:02:00,0.13333333333333333,2.0,2.0,0.0,229,10,0.004347826086956522,13.110000000000003,239,239,13.110000000000003,184.88333333333333,1
INC0007434,?,2016-03-15 17:02:00,0.0,2.0,2.0,0.0,229,10,0.004347826086956522,13.110000000000003,239,239,13.110000000000003,163.88333333333333,1
INC0007433,?,2016-03-15 17:02:00,0.0,2.0,2.0,0.0,229,10,0.004347826086956522,13.110000000000003,239,239,13.110000000000003,163.86666666666667,1
INC0007436,Group 70,2016-03-15 17:06:00,0.1,2.0,2.0,0.15,1645,386,0.0006075334143377885,25.22828151986183,2031,2031,25.22828151986183,333.1666666666667,1
INC0007439,?,2016-03-15 17:10:00,0.1,2.0,2.0,0.0,232,10,0.004291845493562232,13.110000000000003,242,242,13.110000000000003,17.166666666666668,1
INC0007440,Group 70,2016-03-15 17:12:00,0.08333333333333333,2.0,2.0,0.15,1646,386,0.0006071645415907711,25.22828151986183,2032,2032,25.22828151986183,1.9333333333333333,1
INC0007441,?,2016-03-15 17:16:00,0.23333333333333334,2.0,2.0,0.0,233,10,0.004273504273504274,13.110000000000003,243,243,13.110000000000003,188.76666666666668,1
INC0007443,Group 23,2016-03-15 17:17:00,39.36666666666667,2.0,2.0,0.35,50,31,0.0196078431372549,19.741935483870975,81,81,19.741935483870975,7.583333333333333,0
INC0007442,Group 70,2016-03-15 17:17:00,0.05,2.0,2.0,1.2833333333333334,1647,386,0.0006067961165048543,25.22828151986183,2033,2033,25.22828151986183,405.15,1
INC0007444,Group 64,2016-03-15 17:20:00,0.08333333333333333,2.0,2.0,0.03333333333333333,57,3,0.017241379310344827,0.5222222222222223,60,60,0.5222222222222223,0.016666666666666666,1
INC0007445,Group 70,2016-03-15 17:20:00,0.08333333333333333,2.0,2.0,0.16666666666666666,1648,386,0.0006064281382656155,25.22828151986183,2034,2034,25.22828151986183,46.166666666666664,1
INC0007447,Group 9,2016-03-15 17:23:00,15.55,2.0,2.0,0.03333333333333333,25,0,0.038461538461538464,,25,25,,3725.05,1
INC0007448,Group 64,2016-03-15 17:25:00,0.05,2.0,2.0,0.016666666666666666,58,3,0.01694915254237288,0.5222222222222223,61,61,0.5222222222222223,208.05,1
INC0007449,Group 70,2016-03-15 17:25:00,1.1666666666666667,2.0,2.0,0.05,1649,386,0.0006060606060606061,25.22828151986183,2035,2035,25.22828151986183,0.48333333333333334,1
INC0007450,Group 64,2016-03-15 17:28:00,0.03333333333333333,2.0,2.0,0.03333333333333333,59,3,0.016666666666666666,0.5222222222222223,62,62,0.5222222222222223,208.23333333333332,1
INC0007452,Group 64,2016-03-15 17:30:00,0.016666666666666666,2.0,2.0,0.016666666666666666,60,3,0.01639344262295082,0.5222222222222223,63,63,0.5222222222222223,208.11666666666667,1
INC0007453,?,2016-03-15 17:30:00,0.16666666666666666,2.0,2.0,0.1,234,10,0.00425531914893617,13.110000000000003,244,244,13.110000000000003,65.38333333333334,1
INC0007454,Group 64,2016-03-15 17:31:00,0.03333333333333333,2.0,2.0,0.03333333333333333,61,3,0.016129032258064516,0.5222222222222223,64,64,0.5222222222222223,208.1,1
INC0007457,Group 64,2016-03-15 17:33:00,0.06666666666666667,2.0,2.0,0.016666666666666666,62,3,0.015873015873015872,0.5222222222222223,65,65,0.5222222222222223,207.91666666666666,1
INC0007460,Group 64,2016-03-15 17:37:00,12.633333333333333,2.0,2.0,0.06666666666666667,63,3,0.015625,0.5222222222222223,66,66,0.5222222222222223,0.5833333333333334,1
INC0007462,?,2016-03-15 17:40:00,0.13333333333333333,2.0,2.0,0.06666666666666667,235,10,0.00423728813559322,13.110000000000003,245,245,13.110000000000003,186.1,1
INC0007465,?,2016-03-15 17:48:00,0.35,2.0,2.0,0.2,236,10,0.004219409282700422,13.110000000000003,246,246,13.110000000000003,354.6166666666667,1
INC0007467,Group 39,2016-03-15 17:50:00,4.583333333333333,2.0,2.0,0.03333333333333333,69,23,0.014285714285714285,15.269565217391301,92,92,15.269565217391301,40.38333333333333,1
INC0007469,?,2016-03-15 18:09:00,14.233333333333333,2.0,2.0,0.15,237,10,0.004201680672268907,13.110000000000003,247,247,13.110000000000003,25.55,1
INC0007470,Group 33,2016-03-15 18:19:00,20.883333333333333,2.0,2.0,0.15,47,6,0.020833333333333332,37.08611111111111,53,53,37.08611111111111,356.73333333333335,1
INC0007472,Group 70,2016-03-15 18:35:00,0.06666666666666667,2.0,2.0,0.08333333333333333,1650,386,0.0006056935190793458,25.22828151986183,2036,2036,25.22828151986183,185.3,1
INC0007474,Group 70,2016-03-15 18:39:00,0.25,2.0,2.0,0.06666666666666667,1651,386,0.0006053268765133172,25.22828151986183,2037,2037,25.22828151986183,39.833333333333336,1
INC0007476,Group 70,2016-03-15 18:54:00,0.7166666666666667,2.0,2.0,0.1,1652,386,0.0006049606775559589,25.22828151986183,2038,2038,25.22828151986183,43.21666666666667,1
INC0007479,Group 70,2016-03-15 19:37:00,4.616666666666666,2.0,2.0,0.1,1653,386,0.0006045949214026602,25.22828151986183,2039,2039,25.22828151986183,1.4333333333333333,1
INC0007480,Group 65,2016-03-15 19:42:00,11.166666666666666,2.0,2.0,0.13333333333333333,68,11,0.014492753623188406,18.12272727272727,79,79,18.12272727272727,7.066666666666666,1
INC0007481,Group 78,2016-03-15 20:44:00,0.1,2.0,2.0,0.18333333333333332,7,0,0.125,,7,7,,182.68333333333334,1
INC0007482,Group 78,2016-03-15 20:50:00,14.466666666666667,2.0,2.0,0.0,8,0,0.1111111111111111,,8,8,,3030.366666666667,1
INC0007483,Group 76,2016-03-15 20:57:00,39.416666666666664,2.0,2.0,0.0,40,4,0.024390243902439025,31.620833333333334,44,44,31.620833333333334,1126.3833333333334,0
INC0007484,Group 24,2016-03-15 21:50:00,10.25,2.0,2.0,0.11666666666666667,97,59,0.01020408163265306,9.118926553672313,156,156,9.118926553672313,315.5833333333333,1
INC0007486,Group 39,2016-03-15 22:25:00,12.533333333333333,2.0,2.0,0.1,70,23,0.014084507042253521,15.269565217391301,93,93,15.269565217391301,23.883333333333333,1
INC0007488,Group 70,2016-03-16 00:14:00,0.7666666666666667,2.0,2.0,0.0,1654,386,0.0006042296072507553,25.22828151986183,2040,2040,25.22828151986183,64.4,1
INC0007489,Group 70,2016-03-16 01:00:00,0.05,2.0,2.0,0.0,1655,386,0.0006038647342995169,25.22828151986183,2041,2041,25.22828151986183,0.08333333333333333,1
INC0007490,Group 70,2016-03-16 01:03:00,2.533333333333333,2.0,2.0,0.0,1656,386,0.0006035003017501509,25.22828151986183,2042,2042,25.22828151986183,1.2833333333333334,1
INC0007494,Group 20,2016-03-16 02:46:00,3.6333333333333333,2.0,2.0,0.0,164,13,0.006060606060606061,16.057692307692307,177,177,16.057692307692307,385.95,1
INC0007495,Group 70,2016-03-16 03:35:00,2.183333333333333,2.0,2.0,0.0,1657,386,0.0006031363088057901,25.22828151986183,2043,2043,25.22828151986183,153.56666666666666,1
INC0007496,Group 70,2016-03-16 05:46:00,0.55,2.0,2.0,0.016666666666666666,1658,386,0.0006027727546714888,25.22828151986183,2044,2044,25.22828151986183,0.05,1
INC0007497,Group 64,2016-03-16 06:15:00,0.5833333333333334,2.0,2.0,0.26666666666666666,64,3,0.015384615384615385,0.5222222222222223,67,67,0.5222222222222223,0.016666666666666666,1
INC0007499,Group 70,2016-03-16 06:19:00,0.05,2.0,2.0,0.0,1659,386,0.0006024096385542169,25.22828151986183,2045,2045,25.22828151986183,32.833333333333336,1
INC0007500,Group 70,2016-03-16 06:22:00,0.35,2.0,2.0,0.31666666666666665,1660,386,0.0006020469596628537,25.22828151986183,2046,2046,25.22828151986183,199.25,1
INC0007501,Group 20,2016-03-16 06:24:00,1.6333333333333333,2.0,2.0,0.06666666666666667,165,13,0.006024096385542169,16.057692307692307,178,178,16.057692307692307,27.466666666666665,1
INC0007503,Group 70,2016-03-16 06:43:00,0.1,2.0,2.0,0.0,1661,386,0.0006016847172081829,25.22828151986183,2047,2047,25.22828151986183,318.3833333333333,1
INC0007504,Group 70,2016-03-16 06:49:00,0.4166666666666667,2.0,2.0,0.0,1662,386,0.0006013229104028864,25.22828151986183,2048,2048,25.22828151986183,0.75,1
INC0007505,Group 64,2016-03-16 06:50:00,0.03333333333333333,2.0,2.0,0.0,65,3,0.015151515151515152,0.5222222222222223,68,68,0.5222222222222223,2.7333333333333334,1
INC0007506,Group 64,2016-03-16 06:52:00,0.05,2.0,2.0,0.0,66,3,0.014925373134328358,0.5222222222222223,69,69,0.5222222222222223,2.85,1
INC0007508,Group 65,2016-03-16 06:52:00,1.0166666666666666,2.0,2.0,0.0,69,11,0.014285714285714285,18.12272727272727,80,80,18.12272727272727,32.56666666666667,1
INC0007509,Group 64,2016-03-16 06:55:00,2.45,2.0,2.0,0.016666666666666666,67,3,0.014705882352941176,0.5222222222222223,70,70,0.5222222222222223,0.15,1
INC0007513,Group 70,2016-03-16 07:14:00,0.25,3.0,3.0,0.0,1663,386,0.0006009615384615385,25.22828151986183,2049,2049,25.22828151986183,32.5,1
INC0007514,Group 70,2016-03-16 07:29:00,0.2833333333333333,2.0,2.0,0.26666666666666666,1664,386,0.0006006006006006006,25.22828151986183,2050,2050,25.22828151986183,149.96666666666667,1
INC0007516,Group 70,2016-03-16 07:46:00,0.21666666666666667,2.0,2.0,0.6166666666666667,1665,386,0.0006002400960384153,25.22828151986183,2051,2051,25.22828151986183,0.5833333333333334,1
INC0007518,Group 65,2016-03-16 07:53:00,7.25,2.0,2.0,0.0,70,11,0.014084507042253521,18.12272727272727,81,81,18.12272727272727,19.783333333333335,1
INC0007519,Group 70,2016-03-16 07:59:00,0.3333333333333333,3.0,3.0,0.0,1666,386,0.0005998800239952009,25.22828151986183,2052,2052,25.22828151986183,121.35,1
INC0007520,Group 20,2016-03-16 08:02:00,0.15,3.0,3.0,0.11666666666666667,166,13,0.005988023952095809,16.057692307692307,179,179,16.057692307692307,53.083333333333336,1
INC0007521,Group 24,2016-03-16 08:05:00,0.9,2.0,2.0,0.08333333333333333,98,59,0.010101010101010102,9.118926553672313,157,157,9.118926553672313,24.95,1
INC0007525,Group 20,2016-03-16 08:11:00,0.8333333333333334,2.0,2.0,0.08333333333333333,167,13,0.005952380952380952,16.057692307692307,180,180,16.057692307692307,152.1,1
INC0007526,Group 28,2016-03-16 08:12:00,1.0166666666666666,2.0,2.0,0.11666666666666667,90,26,0.01098901098901099,22.219871794871796,116,116,22.219871794871796,0.2833333333333333,1
INC0007529,Group 70,2016-03-16 08:19:00,0.11666666666666667,2.0,2.0,0.05,1667,386,0.0005995203836930455,25.22828151986183,2053,2053,25.22828151986183,151.55,1
INC0007531,?,2016-03-16 08:23:00,0.016666666666666666,2.0,2.0,0.13333333333333333,238,10,0.0041841004184100415,13.110000000000003,248,248,13.110000000000003,148.03333333333333,1
INC0007532,?,2016-03-16 08:24:00,0.7333333333333333,2.0,2.0,0.0,239,10,0.004166666666666667,13.110000000000003,249,249,13.110000000000003,6.533333333333333,1
INC0007533,Group 70,2016-03-16 08:26:00,0.03333333333333333,2.0,2.0,0.55,1668,386,0.0005991611743559018,25.22828151986183,2054,2054,25.22828151986183,3.6166666666666667,1
INC0007534,Group 27,2016-03-16 08:27:00,0.8333333333333334,2.0,2.0,0.06666666666666667,64,25,0.015384615384615385,18.832000000000004,89,89,18.832000000000004,146.8,1
INC0007538,Group 70,2016-03-16 08:28:00,0.11666666666666667,2.0,2.0,0.18333333333333332,1669,386,0.0005988023952095808,25.22828151986183,2055,2055,25.22828151986183,0.26666666666666666,1
INC0007540,Group 25,2016-03-16 08:32:00,0.7333333333333333,2.0,2.0,0.1,188,33,0.005291005291005291,25.087878787878786,221,221,25.087878787878786,54.75,1
INC0007542,Group 70,2016-03-16 08:35:00,0.11666666666666667,3.0,3.0,0.0,1670,386,0.0005984440454817474,25.22828151986183,2056,2056,25.22828151986183,1010.9333333333333,1
INC0007543,Group 48,2016-03-16 08:37:00,4.65,2.0,2.0,0.06666666666666667,9,0,0.1,,9,9,,307.48333333333335,1
INC0007546,Group 70,2016-03-16 08:42:00,0.0,2.0,2.0,0.16666666666666666,1671,386,0.0005980861244019139,25.22828151986183,2057,2057,25.22828151986183,0.7333333333333333,1
INC0007547,Group 70,2016-03-16 08:42:00,0.03333333333333333,2.0,2.0,0.08333333333333333,1671,386,0.0005980861244019139,25.22828151986183,2057,2057,25.22828151986183,50.46666666666667,1
INC0007548,Group 70,2016-03-16 08:44:00,0.03333333333333333,2.0,2.0,0.06666666666666667,1673,386,0.0005973715651135006,25.22828151986183,2059,2059,25.22828151986183,361.95,1
INC0007549,Group 70,2016-03-16 08:46:00,0.05,2.0,2.0,0.0,1674,386,0.0005970149253731343,25.22828151986183,2060,2060,25.22828151986183,31.633333333333333,1
INC0007550,Group 72,2016-03-16 08:47:00,6.583333333333333,2.0,2.0,0.0,28,5,0.034482758620689655,42.35333333333333,33,33,42.35333333333333,719.8666666666667,1
INC0007552,Group 70,2016-03-16 08:49:00,0.05,2.0,2.0,0.03333333333333333,1675,386,0.0005966587112171838,25.22828151986183,2061,2061,25.22828151986183,0.7666666666666667,1
INC0007555,Group 70,2016-03-16 08:52:00,0.016666666666666666,3.0,3.0,0.0,1676,386,0.0005963029218843172,25.22828151986183,2062,2062,25.22828151986183,171.3,1
INC0007557,Group 70,2016-03-16 08:53:00,0.016666666666666666,2.0,2.0,0.3,1677,386,0.0005959475566150178,25.22828151986183,2063,2063,25.22828151986183,0.05,1
INC0007558,Group 70,2016-03-16 08:54:00,0.11666666666666667,2.0,2.0,0.0,1678,386,0.0005955926146515784,25.22828151986183,2064,2064,25.22828151986183,1.25,1
INC0007561,Group 30,2016-03-16 08:56:00,8.7,2.0,2.0,0.08333333333333333,28,30,0.034482758620689655,18.623888888888885,58,58,18.623888888888885,20.833333333333332,1
INC0007560,Group 9,2016-03-16 08:56:00,6.083333333333333,2.0,2.0,0.16666666666666666,26,0,0.037037037037037035,,26,26,,5062.816666666667,1
INC0007562,Group 24,2016-03-16 08:59:00,0.45,2.0,2.0,0.13333333333333333,99,59,0.01,9.118926553672313,158,158,9.118926553672313,318.8,1
INC0007566,Group 20,2016-03-16 09:01:00,0.2833333333333333,2.0,2.0,0.2833333333333333,168,13,0.005917159763313609,16.057692307692307,181,181,16.057692307692307,290.35,1
INC0007565,Group 70,2016-03-16 09:01:00,0.05,2.0,2.0,0.0,1679,386,0.0005952380952380953,25.22828151986183,2065,2065,25.22828151986183,55.46666666666667,1
INC0007568,Group 70,2016-03-16 09:04:00,0.016666666666666666,2.0,2.0,0.05,1680,386,0.000594883997620464,25.22828151986183,2066,2066,25.22828151986183,27.05,1
INC0007570,Group 70,2016-03-16 09:05:00,0.11666666666666667,2.0,2.0,0.11666666666666667,1681,386,0.0005945303210463733,25.22828151986183,2067,2067,25.22828151986183,47.916666666666664,1
INC0007571,Group 5,2016-03-16 09:06:00,0.03333333333333333,2.0,2.0,0.18333333333333332,44,5,0.022222222222222223,32.376666666666665,49,49,32.376666666666665,30.266666666666666,1
INC0007572,?,2016-03-16 09:08:00,0.18333333333333332,2.0,2.0,0.1,240,10,0.004149377593360996,13.110000000000003,250,250,13.110000000000003,318.9,1
INC0007573,Group 5,2016-03-16 09:08:00,0.05,2.0,2.0,0.11666666666666667,45,5,0.021739130434782608,32.376666666666665,50,50,32.376666666666665,0.05,1
INC0007576,Group 5,2016-03-16 09:11:00,1.0666666666666667,2.0,2.0,0.05,46,5,0.02127659574468085,32.376666666666665,51,51,32.376666666666665,1.3833333333333333,1
INC0007578,Group 70,2016-03-16 09:12:00,0.016666666666666666,2.0,2.0,0.11666666666666667,1682,386,0.0005941770647653001,25.22828151986183,2068,2068,25.22828151986183,190.96666666666667,1
INC0007582,Group 28,2016-03-16 09:13:00,0.15,2.0,2.0,0.08333333333333333,91,26,0.010869565217391304,22.219871794871796,117,117,22.219871794871796,5.666666666666667,1
INC0007581,Group 70,2016-03-16 09:13:00,0.16666666666666666,2.0,2.0,0.06666666666666667,1683,386,0.0005938242280285036,25.22828151986183,2069,2069,25.22828151986183,320.35,1
INC0007579,Group 70,2016-03-16 09:13:00,0.0,2.0,2.0,0.06666666666666667,1683,386,0.0005938242280285036,25.22828151986183,2069,2069,25.22828151986183,245.28333333333333,1
INC0007587,Group 25,2016-03-16 09:16:00,0.06666666666666667,2.0,2.0,0.05,189,33,0.005263157894736842,25.087878787878786,222,222,25.087878787878786,293.45,1
INC0007590,Group 27,2016-03-16 09:17:00,2.466666666666667,2.0,2.0,0.1,65,25,0.015151515151515152,18.832000000000004,90,90,18.832000000000004,29.15,1
INC0007591,Group 20,2016-03-16 09:18:00,0.75,2.0,2.0,0.06666666666666667,169,13,0.0058823529411764705,16.057692307692307,182,182,16.057692307692307,313.5833333333333,1
INC0007592,?,2016-03-16 09:19:00,0.3,2.0,2.0,0.0,241,10,0.004132231404958678,13.110000000000003,251,251,13.110000000000003,0.15,1
INC0007593,Group 25,2016-03-16 09:20:00,0.5833333333333334,2.0,2.0,0.05,190,33,0.005235602094240838,25.087878787878786,223,223,25.087878787878786,150.9,1
INC0007594,Group 64,2016-03-16 09:22:00,0.15,2.0,2.0,0.15,68,3,0.014492753623188406,0.5222222222222223,71,71,0.5222222222222223,0.06666666666666667,1
INC0007597,Group 28,2016-03-16 09:22:00,21.266666666666666,2.0,2.0,0.48333333333333334,92,26,0.010752688172043012,22.219871794871796,118,118,22.219871794871796,290.1333333333333,1
INC0007595,Group 66,2016-03-16 09:22:00,8.483333333333333,2.0,2.0,0.0,53,11,0.018518518518518517,21.14848484848485,64,64,21.14848484848485,16.866666666666667,1
INC0007598,Group 70,2016-03-16 09:23:00,0.0,2.0,2.0,0.1,1685,386,0.0005931198102016608,25.22828151986183,2071,2071,25.22828151986183,25.633333333333333,1
INC0007599,Group 70,2016-03-16 09:23:00,0.15,2.0,2.0,0.13333333333333333,1685,386,0.0005931198102016608,25.22828151986183,2071,2071,25.22828151986183,26.033333333333335,1
INC0007600,Group 24,2016-03-16 09:26:00,0.13333333333333333,2.0,2.0,0.0,100,59,0.009900990099009901,9.118926553672313,159,159,9.118926553672313,286.8833333333333,1
INC0007602,Group 64,2016-03-16 09:31:00,0.13333333333333333,2.0,2.0,0.06666666666666667,69,3,0.014285714285714285,0.5222222222222223,72,72,0.5222222222222223,0.016666666666666666,1
INC0007603,Group 70,2016-03-16 09:32:00,0.11666666666666667,2.0,2.0,0.13333333333333333,1687,386,0.0005924170616113745,25.22828151986183,2073,2073,25.22828151986183,0.18333333333333332,1
INC0007605,Group 24,2016-03-16 09:34:00,0.23333333333333334,2.0,2.0,0.1,101,59,0.00980392156862745,9.118926553672313,160,160,9.118926553672313,839.7666666666667,1
INC0007607,Group 54,2016-03-16 09:35:00,0.3333333333333333,1.0,1.0,0.03333333333333333,37,32,0.02631578947368421,54.59322916666666,69,69,54.59322916666666,150.75,1
INC0007608,?,2016-03-16 09:37:00,0.36666666666666664,2.0,2.0,0.1,242,10,0.00411522633744856,13.110000000000003,252,252,13.110000000000003,796.8166666666667,1
INC0007611,Group 64,2016-03-16 09:39:00,0.03333333333333333,2.0,2.0,0.016666666666666666,70,3,0.014084507042253521,0.5222222222222223,73,73,0.5222222222222223,0.08333333333333333,1
INC0007609,Group 70,2016-03-16 09:39:00,0.03333333333333333,2.0,2.0,0.0,1688,386,0.0005920663114268798,25.22828151986183,2074,2074,25.22828151986183,47.85,1
INC0007612,Group 35,2016-03-16 09:40:00,23.6,2.0,2.0,0.11666666666666667,0,0,1.0,,0,0,,174.48333333333332,1
INC0007614,Group 70,2016-03-16 09:41:00,0.016666666666666666,2.0,2.0,0.05,1689,386,0.000591715976331361,25.22828151986183,2075,2075,25.22828151986183,27.616666666666667,1
INC0007613,Group 70,2016-03-16 09:41:00,0.0,2.0,2.0,0.06666666666666667,1689,386,0.000591715976331361,25.22828151986183,2075,2075,25.22828151986183,191.86666666666667,1
INC0007615,Group 64,2016-03-16 09:41:00,0.08333333333333333,2.0,2.0,0.08333333333333333,71,3,0.013888888888888888,0.5222222222222223,74,74,0.5222222222222223,0.016666666666666666,1
INC0007617,Group 70,2016-03-16 09:42:00,0.23333333333333334,2.0,2.0,0.06666666666666667,1691,386,0.000591016548463357,25.22828151986183,2077,2077,25.22828151986183,193.08333333333334,1
INC0007622,Group 64,2016-03-16 09:46:00,0.016666666666666666,2.0,2.0,0.05,72,3,0.0136986301369863,0.5222222222222223,75,75,0.5222222222222223,0.11666666666666667,1
INC0007621,Group 64,2016-03-16 09:46:00,0.0,2.0,2.0,0.016666666666666666,72,3,0.0136986301369863,0.5222222222222223,75,75,0.5222222222222223,0.05,1
INC0007624,Group 64,2016-03-16 09:47:00,0.11666666666666667,2.0,2.0,0.08333333333333333,74,3,0.013333333333333334,0.5222222222222223,77,77,0.5222222222222223,0.13333333333333333,1
INC0007625,Group 24,2016-03-16 09:48:00,0.23333333333333334,2.0,2.0,0.3333333333333333,102,59,0.009708737864077669,9.118926553672313,161,161,9.118926553672313,819.7166666666667,1
INC0007627,Group 3,2016-03-16 09:50:00,4.6,2.0,2.0,0.11666666666666667,18,1,0.05263157894736842,4.883333333333334,19,19,4.883333333333334,0.9333333333333333,1
INC0007629,Group 64,2016-03-16 09:54:00,0.13333333333333333,2.0,2.0,0.05,75,3,0.013157894736842105,0.5222222222222223,78,78,0.5222222222222223,0.03333333333333333,1
INC0007630,Group 54,2016-03-16 09:55:00,1.2166666666666666,2.0,2.0,0.13333333333333333,38,32,0.02564102564102564,54.59322916666666,70,70,54.59322916666666,3.6,1
INC0007631,Group 25,2016-03-16 09:55:00,0.36666666666666664,2.0,2.0,0.21666666666666667,191,33,0.005208333333333333,25.087878787878786,224,224,25.087878787878786,147.13333333333333,1
INC0007632,Group 70,2016-03-16 09:56:00,0.21666666666666667,2.0,2.0,0.0,1692,386,0.0005906674542232723,25.22828151986183,2078,2078,25.22828151986183,119.6,1
INC0007635,?,2016-03-16 09:59:00,0.4,2.0,2.0,0.0,243,10,0.004098360655737705,13.110000000000003,253,253,13.110000000000003,0.35,1
INC0007636,Group 24,2016-03-16 10:02:00,1.05,2.0,2.0,0.03333333333333333,103,59,0.009615384615384616,9.118926553672313,162,162,9.118926553672313,2.5833333333333335,1
