number,group,opened_at_dt,next_dt_hours,impact_num,urgency_num,O_first_update_hours,X_backlog_30d,C_throughput_30d,C_capacity_proxy,C_prior_mean_resolution,next_Y_hours,delta_lt_Tr
INC0007229,Group 70,2016-03-15 11:30:00,0.05,2.0,2.0,0.0,1567,385,0.0006377551020408163,24.547619047619047,215.13333333333333,1
INC0007230,?,2016-03-15 11:30:00,0.18333333333333332,2.0,2.0,0.016666666666666666,215,10,0.004629629629629629,13.11,313.3333333333333,1
INC0007232,Group 54,2016-03-15 11:32:00,0.4166666666666667,1.0,1.0,0.13333333333333333,36,31,0.02702702702702703,50.016666666666666,0.13333333333333333,1
INC0007233,Group 70,2016-03-15 11:33:00,0.03333333333333333,2.0,2.0,0.06666666666666667,1568,385,0.0006373486297004461,24.547619047619047,47.21666666666667,1
INC0007235,Group 64,2016-03-15 11:35:00,3.7666666666666666,2.0,2.0,0.0,53,3,0.018518518518518517,0.5222222222222223,0.016666666666666666,1
INC0007234,Group 70,2016-03-15 11:35:00,0.06666666666666667,2.0,2.0,0.016666666666666666,1569,385,0.0006369426751592356,24.547619047619047,0.31666666666666665,1
INC0007236,Group 27,2016-03-15 11:36:00,1.0666666666666667,2.0,2.0,0.23333333333333334,61,25,0.016129032258064516,18.832,1.2166666666666666,1
INC0007237,Group 20,2016-03-15 11:38:00,0.85,2.0,2.0,0.06666666666666667,158,13,0.006289308176100629,16.057692307692307,194.8,1
INC0007238,Group 70,2016-03-15 11:39:00,0.21666666666666667,2.0,2.0,0.05,1570,385,0.0006365372374283895,24.547619047619047,213.06666666666666,1
INC0007239,?,2016-03-15 11:41:00,0.1,2.0,2.0,0.016666666666666666,216,10,0.004608294930875576,13.11,0.2833333333333333,1
INC0007240,Group 55,2016-03-15 11:43:00,0.85,2.0,2.0,0.18333333333333332,81,20,0.012195121951219513,9.258333333333333,212.53333333333333,1
INC0007244,?,2016-03-15 11:47:00,0.4666666666666667,2.0,2.0,0.26666666666666666,217,10,0.0045871559633027525,13.11,194.63333333333333,1
INC0007247,Group 70,2016-03-15 11:52:00,0.05,2.0,2.0,0.08333333333333333,1571,385,0.0006361323155216285,24.547619047619047,26.833333333333332,1
INC0007248,Group 70,2016-03-15 11:55:00,0.1,2.0,2.0,0.13333333333333333,1572,385,0.0006357279084551812,24.547619047619047,27.4,1
INC0007249,Group 25,2016-03-15 11:56:00,4.166666666666667,2.0,2.0,0.05,185,33,0.005376344086021506,25.08787878787879,528.55,1
INC0007250,Group 54,2016-03-15 11:57:00,21.633333333333333,2.0,2.0,0.03333333333333333,37,31,0.02631578947368421,50.016666666666666,79.11666666666666,1
INC0007252,Group 70,2016-03-15 12:01:00,0.03333333333333333,2.0,2.0,0.21666666666666667,1573,385,0.0006353240152477764,24.547619047619047,0.16666666666666666,1
INC0007253,Group 24,2016-03-15 12:02:00,1.4166666666666667,2.0,2.0,0.1,94,59,0.010526315789473684,9.118926553672313,45.71666666666667,1
INC0007254,Group 70,2016-03-15 12:03:00,0.1,2.0,2.0,0.0,1574,385,0.0006349206349206349,24.547619047619047,1.0,1
INC0007255,Group 53,2016-03-15 12:04:00,111.71666666666667,2.0,2.0,0.0,7,3,0.125,24.266666666666666,29.783333333333335,0
INC0007256,Group 81,2016-03-15 12:08:00,2.0,2.0,2.0,0.0,14,0,0.06666666666666667,,721.2333333333333,1
INC0007257,Group 70,2016-03-15 12:09:00,0.05,3.0,3.0,0.0,1575,385,0.0006345177664974619,24.547619047619047,1.55,1
INC0007258,Group 70,2016-03-15 12:12:00,0.06666666666666667,2.0,2.0,0.0,1576,385,0.0006341154090044388,24.547619047619047,51.31666666666667,1
INC0007261,?,2016-03-15 12:15:00,0.9166666666666666,2.0,2.0,0.0,218,10,0.0045662100456621,13.11,170.73333333333332,1
INC0007262,Group 70,2016-03-15 12:16:00,0.16666666666666666,2.0,2.0,0.1,1577,385,0.0006337135614702154,24.547619047619047,4.55,1
INC0007267,Group 70,2016-03-15 12:26:00,0.08333333333333333,2.0,2.0,0.03333333333333333,1578,385,0.0006333122229259025,24.547619047619047,49.96666666666667,1
INC0007269,Group 20,2016-03-15 12:29:00,1.2833333333333334,2.0,2.0,0.0,159,13,0.00625,16.057692307692307,70.58333333333333,1
INC0007271,Group 70,2016-03-15 12:31:00,0.6833333333333333,2.0,2.0,0.11666666666666667,1579,385,0.0006329113924050633,24.547619047619047,0.08333333333333333,1
INC0007273,Group 5,2016-03-15 12:33:00,1.4,2.0,2.0,0.8333333333333334,38,5,0.02564102564102564,32.37666666666667,0.23333333333333334,1
INC0007274,Group 55,2016-03-15 12:34:00,1.3,2.0,2.0,0.5833333333333334,82,20,0.012048192771084338,9.258333333333333,192.85,1
INC0007277,Group 27,2016-03-15 12:40:00,2.7666666666666666,2.0,2.0,0.5,62,25,0.015873015873015872,18.832,20.666666666666668,1
INC0007285,Group 28,2016-03-15 13:01:00,19.183333333333334,2.0,2.0,0.11666666666666667,89,26,0.011111111111111112,22.219871794871793,51.2,1
INC0007287,?,2016-03-15 13:10:00,0.8833333333333333,2.0,2.0,0.0,219,10,0.004545454545454545,13.11,187.98333333333332,1
INC0007290,Group 70,2016-03-15 13:12:00,0.03333333333333333,2.0,2.0,0.0,1579,386,0.0006329113924050633,25.22828151986183,98.13333333333334,1
INC0007291,Group 70,2016-03-15 13:14:00,0.06666666666666667,2.0,2.0,0.2,1580,386,0.0006325110689437065,25.22828151986183,74.98333333333333,1
INC0007292,Group 29,2016-03-15 13:15:00,25.133333333333333,2.0,2.0,0.21666666666666667,48,6,0.02040816326530612,31.16111111111111,22.716666666666665,0
INC0007294,Group 70,2016-03-15 13:18:00,0.03333333333333333,2.0,2.0,0.16666666666666666,1581,386,0.0006321112515802782,25.22828151986183,74.16666666666667,1
INC0007295,Group 70,2016-03-15 13:20:00,0.2,2.0,2.0,0.25,1582,386,0.0006317119393556538,25.22828151986183,812.1,1
INC0007296,Group 46,2016-03-15 13:25:00,1.4,2.0,2.0,0.016666666666666666,14,5,0.06666666666666667,9.986666666666668,213.65,1
INC0007297,Group 24,2016-03-15 13:27:00,0.13333333333333333,2.0,2.0,0.35,95,59,0.010416666666666666,9.118926553672313,648.7166666666667,1
INC0007300,Group 70,2016-03-15 13:32:00,0.016666666666666666,2.0,2.0,0.18333333333333332,1583,386,0.0006313131313131314,25.22828151986183,68.96666666666667,1
INC0007302,Group 70,2016-03-15 13:33:00,0.016666666666666666,2.0,2.0,0.11666666666666667,1584,386,0.0006309148264984228,25.22828151986183,5.283333333333333,1
INC0007303,Group 70,2016-03-15 13:34:00,0.03333333333333333,2.0,2.0,0.0,1585,386,0.0006305170239596469,25.22828151986183,147.46666666666667,1
INC0007304,Group 24,2016-03-15 13:35:00,8.25,2.0,2.0,0.23333333333333334,96,59,0.010309278350515464,9.118926553672313,852.1833333333333,1
INC0007305,Group 70,2016-03-15 13:36:00,0.0,2.0,2.0,0.31666666666666665,1586,386,0.000630119722747322,25.22828151986183,170.6,1
INC0007306,Group 70,2016-03-15 13:36:00,0.13333333333333333,2.0,2.0,0.05,1586,386,0.000630119722747322,25.22828151986183,51.61666666666667,1
INC0007308,Group 65,2016-03-15 13:37:00,6.083333333333333,2.0,2.0,0.36666666666666664,67,11,0.014705882352941176,18.12272727272727,65.26666666666667,1
INC0007310,Group 70,2016-03-15 13:44:00,0.06666666666666667,2.0,2.0,0.13333333333333333,1588,386,0.0006293266205160479,25.22828151986183,48.93333333333333,1
INC0007311,Group 20,2016-03-15 13:46:00,1.85,2.0,2.0,0.03333333333333333,160,13,0.006211180124223602,16.057692307692307,95.55,1
INC0007313,Group 70,2016-03-15 13:48:00,0.03333333333333333,2.0,2.0,0.05,1589,386,0.0006289308176100629,25.22828151986183,49.0,1
INC0007315,Group 70,2016-03-15 13:50:00,0.016666666666666666,2.0,2.0,0.1,1590,386,0.0006285355122564425,25.22828151986183,3.65,1
INC0007316,Group 70,2016-03-15 13:51:00,0.016666666666666666,2.0,2.0,0.06666666666666667,1591,386,0.000628140703517588,25.22828151986183,210.43333333333334,1
INC0007318,Group 70,2016-03-15 13:52:00,0.016666666666666666,2.0,2.0,0.18333333333333332,1592,386,0.0006277463904582549,25.22828151986183,188.93333333333334,1
INC0007317,Group 55,2016-03-15 13:52:00,3.1166666666666667,2.0,2.0,0.08333333333333333,83,20,0.011904761904761904,9.258333333333333,207.1,1
INC0007319,Group 70,2016-03-15 13:53:00,0.016666666666666666,2.0,2.0,0.0,1593,386,0.0006273525721455458,25.22828151986183,0.21666666666666667,1
INC0007320,Group 70,2016-03-15 13:54:00,0.03333333333333333,2.0,2.0,0.0,1594,386,0.0006269592476489029,25.22828151986183,1363.8,1
INC0007321,Group 70,2016-03-15 13:56:00,0.1,2.0,2.0,0.05,1595,386,0.0006265664160401002,25.22828151986183,66.7,1
INC0007322,Group 5,2016-03-15 13:57:00,0.85,2.0,2.0,0.23333333333333334,39,5,0.025,32.37666666666667,0.23333333333333334,1
INC0007323,Group 70,2016-03-15 14:02:00,0.06666666666666667,2.0,2.0,0.08333333333333333,1596,386,0.0006261740763932373,25.22828151986183,3.533333333333333,1
INC0007324,?,2016-03-15 14:03:00,0.13333333333333333,2.0,2.0,0.0,220,10,0.004524886877828055,13.11,164.18333333333334,1
INC0007326,Group 70,2016-03-15 14:06:00,0.016666666666666666,2.0,2.0,0.43333333333333335,1597,386,0.0006257822277847309,25.22828151986183,3.216666666666667,1
INC0007328,Group 70,2016-03-15 14:07:00,0.016666666666666666,2.0,2.0,0.0,1598,386,0.0006253908692933083,25.22828151986183,188.81666666666666,1
INC0007331,Group 81,2016-03-15 14:08:00,1.05,2.0,2.0,0.0,15,0,0.0625,,330.15,1
INC0007330,Group 70,2016-03-15 14:08:00,0.03333333333333333,2.0,2.0,0.0,1599,386,0.000625,25.22828151986183,50.4,1
INC0007332,Group 70,2016-03-15 14:10:00,0.016666666666666666,2.0,2.0,0.31666666666666665,1600,386,0.0006246096189881324,25.22828151986183,49.21666666666667,1
INC0007333,Group 70,2016-03-15 14:11:00,0.016666666666666666,2.0,2.0,0.2,1601,386,0.0006242197253433209,25.22828151986183,3.6,1
INC0007334,?,2016-03-15 14:11:00,0.016666666666666666,2.0,2.0,0.0,221,10,0.0045045045045045045,13.11,170.53333333333333,1
INC0007336,Group 70,2016-03-15 14:12:00,0.05,2.0,2.0,0.11666666666666667,1602,386,0.0006238303181534623,25.22828151986183,145.75,1
INC0007335,?,2016-03-15 14:12:00,0.05,2.0,2.0,0.0,222,10,0.004484304932735426,13.11,67.65,1
INC0007338,Group 70,2016-03-15 14:15:00,0.016666666666666666,2.0,2.0,0.25,1603,386,0.0006234413965087282,25.22828151986183,210.23333333333332,1
INC0007337,?,2016-03-15 14:15:00,0.16666666666666666,2.0,2.0,0.08333333333333333,223,10,0.004464285714285714,13.11,2.15,1
INC0007339,Group 70,2016-03-15 14:16:00,0.11666666666666667,2.0,2.0,0.3333333333333333,1604,386,0.0006230529595015577,25.22828151986183,7803.683333333333,1
INC0007343,Group 70,2016-03-15 14:23:00,0.25,2.0,2.0,0.08333333333333333,1605,386,0.0006226650062266501,25.22828151986183,140.16666666666666,1
INC0007345,?,2016-03-15 14:25:00,0.11666666666666667,2.0,2.0,0.08333333333333333,224,10,0.0044444444444444444,13.11,167.7,1
INC0007347,?,2016-03-15 14:32:00,0.31666666666666665,2.0,2.0,0.0,225,10,0.004424778761061947,13.11,334.15,1
INC0007346,?,2016-03-15 14:32:00,0.0,2.0,2.0,0.0,225,10,0.004424778761061947,13.11,42.13333333333333,1
INC0007348,Group 70,2016-03-15 14:38:00,0.06666666666666667,2.0,2.0,0.23333333333333334,1606,386,0.0006222775357809583,25.22828151986183,331.5833333333333,1
INC0007350,Group 70,2016-03-15 14:42:00,0.06666666666666667,2.0,2.0,0.08333333333333333,1607,386,0.0006218905472636816,25.22828151986183,46.733333333333334,1
INC0007349,Group 76,2016-03-15 14:42:00,6.25,2.0,2.0,0.6166666666666667,39,4,0.025,31.620833333333334,328.2,1
INC0007353,Group 70,2016-03-15 14:46:00,0.03333333333333333,2.0,2.0,0.0,1608,386,0.0006215040397762585,25.22828151986183,44.86666666666667,1
INC0007354,Group 5,2016-03-15 14:48:00,0.7,2.0,2.0,0.0,40,5,0.024390243902439025,32.37666666666667,529.4,1
INC0007355,Group 70,2016-03-15 14:48:00,0.15,2.0,2.0,0.05,1609,386,0.0006211180124223603,25.22828151986183,46.333333333333336,1
INC0007356,Group 46,2016-03-15 14:49:00,20.116666666666667,2.0,2.0,0.0,15,5,0.0625,9.986666666666668,317.8333333333333,1
INC0007357,?,2016-03-15 14:51:00,0.5833333333333334,2.0,2.0,0.0,227,10,0.0043859649122807015,13.11,44.5,1
INC0007360,Group 70,2016-03-15 14:57:00,0.016666666666666666,2.0,2.0,0.2,1610,386,0.0006207324643078833,25.22828151986183,2.0833333333333335,1
INC0007359,Group 70,2016-03-15 14:57:00,0.0,2.0,2.0,0.11666666666666667,1610,386,0.0006207324643078833,25.22828151986183,48.25,1
INC0007361,Group 57,2016-03-15 14:57:00,19.916666666666668,2.0,2.0,0.1,23,0,0.041666666666666664,,3.066666666666667,1
INC0007362,Group 70,2016-03-15 14:58:00,0.06666666666666667,2.0,2.0,0.03333333333333333,1612,386,0.0006199628022318661,25.22828151986183,0.2833333333333333,1
INC0007364,Group 70,2016-03-15 15:02:00,0.1,2.0,2.0,0.0,1613,386,0.0006195786864931846,25.22828151986183,49.71666666666667,1
INC0007365,Group 70,2016-03-15 15:08:00,0.05,2.0,2.0,0.08333333333333333,1614,386,0.0006191950464396285,25.22828151986183,49.75,1
INC0007368,Group 81,2016-03-15 15:11:00,25.816666666666666,2.0,2.0,0.0,16,0,0.058823529411764705,,47.9,0
INC0007367,Group 70,2016-03-15 15:11:00,0.016666666666666666,2.0,2.0,0.18333333333333332,1615,386,0.0006188118811881188,25.22828151986183,25.283333333333335,1
INC0007369,Group 70,2016-03-15 15:12:00,0.03333333333333333,2.0,2.0,0.1,1616,386,0.0006184291898577613,25.22828151986183,44.43333333333333,1
INC0007370,Group 70,2016-03-15 15:14:00,0.03333333333333333,2.0,2.0,0.05,1617,386,0.0006180469715698393,25.22828151986183,90.58333333333333,1
INC0007371,Group 70,2016-03-15 15:16:00,0.03333333333333333,2.0,2.0,0.05,1618,386,0.0006176652254478073,25.22828151986183,2.1,1
INC0007373,Group 70,2016-03-15 15:18:00,0.016666666666666666,2.0,2.0,0.08333333333333333,1619,386,0.0006172839506172839,25.22828151986183,41.45,1
INC0007375,Group 70,2016-03-15 15:19:00,0.11666666666666667,2.0,2.0,0.08333333333333333,1620,386,0.0006169031462060457,25.22828151986183,2.25,1
INC0007376,Group 64,2016-03-15 15:21:00,0.016666666666666666,2.0,2.0,0.016666666666666666,54,3,0.01818181818181818,0.5222222222222223,0.016666666666666666,1
INC0007377,Group 64,2016-03-15 15:22:00,0.05,2.0,2.0,0.016666666666666666,55,3,0.017857142857142856,0.5222222222222223,0.016666666666666666,1
INC0007378,Group 31,2016-03-15 15:25:00,19.266666666666666,2.0,2.0,0.2,44,2,0.022222222222222223,36.975,125.61666666666666,1
INC0007379,Group 64,2016-03-15 15:25:00,1.9166666666666667,2.0,2.0,0.016666666666666666,56,3,0.017543859649122806,0.5222222222222223,0.03333333333333333,1
INC0007380,?,2016-03-15 15:26:00,1.6,2.0,2.0,0.15,228,10,0.004366812227074236,13.11,163.85,1
INC0007381,Group 27,2016-03-15 15:26:00,17.016666666666666,2.0,2.0,0.11666666666666667,63,25,0.015625,18.832,1.9333333333333333,1
INC0007382,Group 70,2016-03-15 15:26:00,0.05,2.0,2.0,0.06666666666666667,1621,386,0.0006165228113440197,25.22828151986183,210.2,1
INC0007384,Group 70,2016-03-15 15:29:00,0.11666666666666667,2.0,2.0,0.05,1622,386,0.0006161429451632779,25.22828151986183,96.26666666666667,1
INC0007385,Group 5,2016-03-15 15:30:00,0.9833333333333333,2.0,2.0,0.016666666666666666,41,5,0.023809523809523808,32.37666666666667,0.26666666666666666,1
INC0007388,Group 70,2016-03-15 15:36:00,0.05,2.0,2.0,0.0,1623,386,0.0006157635467980296,25.22828151986183,43.31666666666667,1
INC0007386,Group 70,2016-03-15 15:36:00,0.0,2.0,2.0,0.38333333333333336,1623,386,0.0006157635467980296,25.22828151986183,0.45,1
INC0007389,Group 20,2016-03-15 15:37:00,0.38333333333333336,2.0,2.0,0.2,161,13,0.006172839506172839,16.057692307692307,22.55,1
INC0007391,Group 70,2016-03-15 15:39:00,0.06666666666666667,2.0,2.0,0.38333333333333336,1625,386,0.0006150061500615006,25.22828151986183,49.46666666666667,1
INC0007392,Group 70,2016-03-15 15:43:00,0.1,2.0,2.0,0.05,1626,386,0.0006146281499692685,25.22828151986183,68.13333333333334,1
INC0007393,Group 70,2016-03-15 15:49:00,0.08333333333333333,2.0,2.0,0.03333333333333333,1627,386,0.0006142506142506142,25.22828151986183,24.916666666666668,1
INC0007398,Group 70,2016-03-15 15:54:00,0.06666666666666667,2.0,2.0,0.2,1628,386,0.0006138735420503376,25.22828151986183,191.46666666666667,1
INC0007397,Group 82,2016-03-15 15:54:00,144.38333333333333,2.0,2.0,0.0,1,0,0.5,,17.866666666666667,0
INC0007399,Group 15,2016-03-15 15:55:00,185.55,2.0,2.0,0.08333333333333333,8,3,0.1111111111111111,61.555555555555564,31.566666666666666,0
INC0007400,Group 70,2016-03-15 15:58:00,0.03333333333333333,2.0,2.0,0.1,1629,386,0.0006134969325153375,25.22828151986183,43.86666666666667,1
INC0007403,Group 20,2016-03-15 16:00:00,0.8166666666666667,2.0,2.0,0.03333333333333333,162,13,0.006134969325153374,16.057692307692307,8.55,1
INC0007402,Group 70,2016-03-15 16:00:00,0.05,2.0,2.0,0.06666666666666667,1630,386,0.0006131207847946045,25.22828151986183,209.51666666666668,1
INC0007404,Group 70,2016-03-15 16:03:00,0.016666666666666666,2.0,2.0,0.0,1631,386,0.0006127450980392157,25.22828151986183,4027.266666666667,1
INC0007406,Group 70,2016-03-15 16:04:00,0.11666666666666667,2.0,2.0,0.6,1632,386,0.000612369871402327,25.22828151986183,65.13333333333334,1
INC0007407,Group 25,2016-03-15 16:06:00,0.18333333333333332,2.0,2.0,0.11666666666666667,186,33,0.0053475935828877,25.08787878787879,163.81666666666666,1
INC0007410,Group 70,2016-03-15 16:11:00,0.11666666666666667,2.0,2.0,0.16666666666666666,1633,386,0.0006119951040391676,25.22828151986183,746.1,1
INC0007412,Group 25,2016-03-15 16:17:00,16.25,2.0,2.0,0.05,187,33,0.005319148936170213,25.08787878787879,296.1166666666667,1
INC0007414,Group 70,2016-03-15 16:18:00,0.016666666666666666,2.0,2.0,0.5166666666666667,1634,386,0.0006116207951070336,25.22828151986183,331.0833333333333,1
INC0007415,Group 70,2016-03-15 16:19:00,0.08333333333333333,2.0,2.0,0.26666666666666666,1635,386,0.0006112469437652812,25.22828151986183,48.61666666666667,1
INC0007417,Group 70,2016-03-15 16:24:00,0.1,2.0,2.0,0.11666666666666667,1636,386,0.0006108735491753207,25.22828151986183,48.95,1
INC0007418,Group 5,2016-03-15 16:29:00,0.48333333333333334,2.0,2.0,0.0,42,5,0.023255813953488372,32.37666666666667,18.666666666666668,1
INC0007419,Group 70,2016-03-15 16:30:00,0.18333333333333332,2.0,2.0,0.05,1637,386,0.0006105006105006105,25.22828151986183,48.78333333333333,1
INC0007420,Group 70,2016-03-15 16:41:00,0.16666666666666666,2.0,2.0,0.05,1638,386,0.0006101281269066504,25.22828151986183,46.266666666666666,1
INC0007421,Group 68,2016-03-15 16:48:00,41.35,2.0,2.0,0.0,9,1,0.1,77.73333333333333,22.65,0
INC0007422,Group 20,2016-03-15 16:49:00,9.95,2.0,2.0,0.23333333333333334,163,13,0.006097560975609756,16.057692307692307,801.0166666666667,1
INC0007423,Group 70,2016-03-15 16:51:00,0.05,2.0,2.0,0.11666666666666667,1639,386,0.0006097560975609756,25.22828151986183,191.3,1
INC0007425,Group 70,2016-03-15 16:54:00,0.05,2.0,2.0,0.1,1640,386,0.0006093845216331506,25.22828151986183,329.43333333333334,1
INC0007426,Group 70,2016-03-15 16:57:00,0.016666666666666666,2.0,2.0,0.13333333333333333,1641,386,0.0006090133982947625,25.22828151986183,137.05,1
INC0007427,Group 5,2016-03-15 16:58:00,16.133333333333333,2.0,2.0,0.11666666666666667,43,5,0.022727272727272728,32.37666666666667,0.18333333333333332,1
INC0007429,Group 70,2016-03-15 16:58:00,0.0,2.0,2.0,0.08333333333333333,1642,386,0.0006086427267194157,25.22828151986183,211.03333333333333,1
INC0007428,Group 70,2016-03-15 16:58:00,0.05,2.0,2.0,0.03333333333333333,1642,386,0.0006086427267194157,25.22828151986183,336.85,1
INC0007430,Group 55,2016-03-15 16:59:00,17.666666666666668,2.0,2.0,0.06666666666666667,84,20,0.011764705882352941,9.258333333333333,24.7,1
INC0007432,Group 70,2016-03-15 17:01:00,0.08333333333333333,2.0,2.0,0.16666666666666666,1644,386,0.0006079027355623101,25.22828151986183,64.26666666666667,1
INC0007435,?,2016-03-15 17:02:00,0.13333333333333333,2.0,2.0,0.0,229,10,0.004347826086956522,13.11,184.88333333333333,1
INC0007434,?,2016-03-15 17:02:00,0.0,2.0,2.0,0.0,229,10,0.004347826086956522,13.11,163.88333333333333,1
INC0007433,?,2016-03-15 17:02:00,0.0,2.0,2.0,0.0,229,10,0.004347826086956522,13.11,163.86666666666667,1
INC0007436,Group 70,2016-03-15 17:06:00,0.1,2.0,2.0,0.15,1645,386,0.0006075334143377885,25.22828151986183,333.1666666666667,1
INC0007439,?,2016-03-15 17:10:00,0.1,2.0,2.0,0.0,232,10,0.004291845493562232,13.11,17.166666666666668,1
INC0007440,Group 70,2016-03-15 17:12:00,0.08333333333333333,2.0,2.0,0.15,1646,386,0.0006071645415907711,25.22828151986183,1.9333333333333333,1
INC0007441,?,2016-03-15 17:16:00,0.23333333333333334,2.0,2.0,0.0,233,10,0.004273504273504274,13.11,188.76666666666668,1
INC0007443,Group 23,2016-03-15 17:17:00,39.36666666666667,2.0,2.0,0.35,50,31,0.0196078431372549,19.741935483870975,7.583333333333333,0
INC0007442,Group 70,2016-03-15 17:17:00,0.05,2.0,2.0,0.8333333333333334,1647,386,0.0006067961165048543,25.22828151986183,405.15,1
INC0007444,Group 64,2016-03-15 17:20:00,0.08333333333333333,2.0,2.0,0.03333333333333333,57,3,0.017241379310344827,0.5222222222222223,0.016666666666666666,1
INC0007445,Group 70,2016-03-15 17:20:00,0.08333333333333333,2.0,2.0,0.16666666666666666,1648,386,0.0006064281382656155,25.22828151986183,46.166666666666664,1
INC0007447,Group 9,2016-03-15 17:23:00,15.55,2.0,2.0,0.03333333333333333,25,0,0.038461538461538464,,3725.05,1
INC0007448,Group 64,2016-03-15 17:25:00,0.05,2.0,2.0,0.016666666666666666,58,3,0.01694915254237288,0.5222222222222223,208.05,1
INC0007449,Group 70,2016-03-15 17:25:00,1.1666666666666667,2.0,2.0,0.05,1649,386,0.0006060606060606061,25.22828151986183,0.48333333333333334,1
INC0007450,Group 64,2016-03-15 17:28:00,0.03333333333333333,2.0,2.0,0.03333333333333333,59,3,0.016666666666666666,0.5222222222222223,208.23333333333332,1
INC0007452,Group 64,2016-03-15 17:30:00,0.016666666666666666,2.0,2.0,0.016666666666666666,60,3,0.01639344262295082,0.5222222222222223,208.11666666666667,1
INC0007453,?,2016-03-15 17:30:00,0.16666666666666666,2.0,2.0,0.1,234,10,0.00425531914893617,13.11,65.38333333333334,1
INC0007454,Group 64,2016-03-15 17:31:00,0.03333333333333333,2.0,2.0,0.03333333333333333,61,3,0.016129032258064516,0.5222222222222223,208.1,1
INC0007457,Group 64,2016-03-15 17:33:00,0.06666666666666667,2.0,2.0,0.016666666666666666,62,3,0.015873015873015872,0.5222222222222223,207.91666666666666,1
INC0007460,Group 64,2016-03-15 17:37:00,12.633333333333333,2.0,2.0,0.06666666666666667,63,3,0.015625,0.5222222222222223,0.5833333333333334,1
INC0007462,?,2016-03-15 17:40:00,0.13333333333333333,2.0,2.0,0.06666666666666667,235,10,0.00423728813559322,13.11,186.1,1
INC0007465,?,2016-03-15 17:48:00,0.35,2.0,2.0,0.2,236,10,0.004219409282700422,13.11,354.6166666666667,1
INC0007467,Group 39,2016-03-15 17:50:00,4.583333333333333,2.0,2.0,0.03333333333333333,69,23,0.014285714285714285,15.269565217391303,40.38333333333333,1
INC0007469,?,2016-03-15 18:09:00,14.233333333333333,2.0,2.0,0.15,237,10,0.004201680672268907,13.11,25.55,1
INC0007470,Group 33,2016-03-15 18:19:00,20.883333333333333,2.0,2.0,0.15,47,6,0.020833333333333332,37.086111111111116,356.73333333333335,1
INC0007472,Group 70,2016-03-15 18:35:00,0.06666666666666667,2.0,2.0,0.08333333333333333,1650,386,0.0006056935190793458,25.22828151986183,185.3,1
INC0007474,Group 70,2016-03-15 18:39:00,0.25,2.0,2.0,0.06666666666666667,1651,386,0.0006053268765133172,25.22828151986183,39.833333333333336,1
INC0007476,Group 70,2016-03-15 18:54:00,0.7166666666666667,2.0,2.0,0.1,1652,386,0.0006049606775559589,25.22828151986183,43.21666666666667,1
INC0007479,Group 70,2016-03-15 19:37:00,4.616666666666666,2.0,2.0,0.1,1653,386,0.0006045949214026602,25.22828151986183,1.4333333333333333,1
INC0007480,Group 65,2016-03-15 19:42:00,11.166666666666666,2.0,2.0,0.13333333333333333,68,11,0.014492753623188406,18.12272727272727,7.066666666666666,1
INC0007481,Group 78,2016-03-15 20:44:00,0.1,2.0,2.0,0.18333333333333332,7,0,0.125,,182.68333333333334,1
INC0007482,Group 78,2016-03-15 20:50:00,14.466666666666667,2.0,2.0,0.0,8,0,0.1111111111111111,,3030.366666666667,1
INC0007483,Group 76,2016-03-15 20:57:00,39.416666666666664,2.0,2.0,0.0,40,4,0.024390243902439025,31.620833333333334,1126.3833333333334,0
INC0007484,Group 24,2016-03-15 21:50:00,10.25,2.0,2.0,0.11666666666666667,97,59,0.01020408163265306,9.118926553672313,315.5833333333333,1
INC0007486,Group 39,2016-03-15 22:25:00,12.533333333333333,2.0,2.0,0.1,70,23,0.014084507042253521,15.269565217391303,23.883333333333333,1
INC0007488,Group 70,2016-03-16 00:14:00,0.7666666666666667,2.0,2.0,0.0,1654,386,0.0006042296072507553,25.22828151986183,64.4,1
INC0007489,Group 70,2016-03-16 01:00:00,0.05,2.0,2.0,0.0,1655,386,0.0006038647342995169,25.22828151986183,0.08333333333333333,1
INC0007490,Group 70,2016-03-16 01:03:00,2.533333333333333,2.0,2.0,0.0,1656,386,0.0006035003017501509,25.22828151986183,1.2833333333333334,1
INC0007494,Group 20,2016-03-16 02:46:00,3.6333333333333333,2.0,2.0,0.0,164,13,0.006060606060606061,16.057692307692307,385.95,1
INC0007495,Group 70,2016-03-16 03:35:00,2.183333333333333,2.0,2.0,0.0,1657,386,0.0006031363088057901,25.22828151986183,153.56666666666666,1
INC0007496,Group 70,2016-03-16 05:46:00,0.55,2.0,2.0,0.016666666666666666,1658,386,0.0006027727546714888,25.22828151986183,0.05,1
INC0007497,Group 64,2016-03-16 06:15:00,0.5833333333333334,2.0,2.0,0.26666666666666666,64,3,0.015384615384615385,0.5222222222222223,0.016666666666666666,1
INC0007499,Group 70,2016-03-16 06:19:00,0.05,2.0,2.0,0.0,1659,386,0.0006024096385542169,25.22828151986183,32.833333333333336,1
INC0007500,Group 70,2016-03-16 06:22:00,0.35,2.0,2.0,0.31666666666666665,1660,386,0.0006020469596628537,25.22828151986183,199.25,1
INC0007501,Group 20,2016-03-16 06:24:00,1.6333333333333333,2.0,2.0,0.06666666666666667,165,13,0.006024096385542169,16.057692307692307,27.466666666666665,1
